digit_0: 0.2466719763975256, 0.2928315443629451, 0.27970456765007373, 0.2669371813186439, 0.23407084234924683, 0.24479815850493275, 0.285285268077166, 0.2641831175770543, 
digit_1: 0.2857532375712961, 0.238475406928172, 0.35825937953285497, 0.39442069030015675, 0.17481067305890527, 0.24317968351980332, 0.3052123419329104, 0.17773971829624782, 
digit_2: 0.24432345906077546, 0.30032852875809324, 0.2724894326152229, 0.2797614039260137, 0.3215521346197201, 0.31882361893188127, 0.26730023744433745, 0.2989141568335008, 
digit_3: 0.1966417420749765, 0.20017068133313481, 0.21663993327147274, 0.22770863042268605, 0.172986738630261, 0.22280151027551562, 0.18401918843850737, 0.1823139700357837, 
digit_4: 0.14433084596653128, 0.16175866876141606, 0.17655568098818283, 0.14880332244895886, 0.14847104086089896, 0.1697766316838548, 0.156003232337959, 0.14332897350463186, 
digit_5: 0.1595456561455898, 0.15033177955810906, 0.14327100645424895, 0.13306379701018375, 0.17287628140478722, 0.16110102674861335, 0.13516387276847872, 0.1512462133823169, 
digit_6: 0.30278523174816374, 0.25578879990036185, 0.2821627274260237, 0.27481502989818807, 0.2617487907102808, 0.2598146313205441, 0.2603221304125549, 0.236481567708238, 
digit_7: 0.2801125274876275, 0.2863495544560817, 0.3139448552317402, 0.2821094467522414, 0.3296502376961603, 0.30595217115353257, 0.32983231237196514, 0.32768827029916975, 
digit_8: 0.3162181577702333, 0.3534444848477329, 0.3177270536503227, 0.32721429343525554, 0.27427237510920066, 0.34561509661606854, 0.32654040705798304, 0.25760848620225546, 
digit_9: 0.0, 0.08137524005327726, 0.07019860782184881, 0.07649682313441422, 0.07543837627738545, 0.07310468258028742, 0.0847351063427485, 0.08263532332627913, 
